"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","1","29","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"2","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","33","Avoid excessively long variable names like announcementService","Naming Rules","LongVariable"
"3","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","33","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","42","Local variable 'mav' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","42","The String literal 'xml/announcements' appears 6 times in this file; the first occurrence is on line 42","String and StringBuffer Rules","AvoidDuplicateLiterals"
"6","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","5","43","Found 'DD'-anomaly for variable 'announcementList' (lines '43'-'45').","Controversial Rules","DataflowAnomalyAnalysis"
"7","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","46","Local variable 'announcementSize' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"8","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","47","The String literal 'announcementSize' appears 6 times in this file; the first occurrence is on line 47","String and StringBuffer Rules","AvoidDuplicateLiterals"
"9","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","48","The String literal 'announcements' appears 7 times in this file; the first occurrence is on line 48","String and StringBuffer Rules","AvoidDuplicateLiterals"
"10","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","51","The String literal 'errorResponse' appears 6 times in this file; the first occurrence is on line 51","String and StringBuffer Rules","AvoidDuplicateLiterals"
"11","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","59","Parameter 'anouncementId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"12","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","61","Local variable 'mav' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","76","Local variable 'mav' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"14","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","5","78","Found 'DD'-anomaly for variable 'announcementList' (lines '78'-'80').","Controversial Rules","DataflowAnomalyAnalysis"
"15","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","81","Local variable 'announcementSize' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"16","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","97","Parameter 'announcementId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"17","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","123","Parameter 'startDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"18","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","123","The String literal 'startDate' appears 4 times in this file; the first occurrence is on line 123","String and StringBuffer Rules","AvoidDuplicateLiterals"
"19","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","124","Parameter 'endDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"20","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","5","127","Found 'DD'-anomaly for variable 'announcementList' (lines '127'-'129').","Controversial Rules","DataflowAnomalyAnalysis"
"21","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","3","143","Parameter 'startDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"22","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","5","147","Found 'DD'-anomaly for variable 'announcementList' (lines '147'-'149').","Controversial Rules","DataflowAnomalyAnalysis"
"23","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","5","167","Found 'DD'-anomaly for variable 'announcementList' (lines '167'-'169').","Controversial Rules","DataflowAnomalyAnalysis"
"24","com.ziksana.controller.announcements","src/main/java/com/ziksana/controller/announcements/AnnouncementsController.java","5","186","Found 'DD'-anomaly for variable 'announcementList' (lines '186'-'188').","Controversial Rules","DataflowAnomalyAnalysis"
"25","com.ziksana.exception.announcements","src/main/java/com/ziksana/exception/announcements/AnnouncementsException.java","3","13","Parameter 'error' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"26","com.ziksana.exception.announcements","src/main/java/com/ziksana/exception/announcements/AnnouncementsException.java","3","13","Parameter 'errorCode' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"27","com.ziksana.exception.announcements","src/main/java/com/ziksana/exception/announcements/AnnouncementsException.java","3","17","Parameter 'errorCode' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"28","com.ziksana.persistence.announcements","src/main/java/com/ziksana/persistence/announcements/AnnouncementMapper.java","3","20","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"29","com.ziksana.persistence.announcements","src/main/java/com/ziksana/persistence/announcements/AnnouncementMapper.java","3","22","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"30","com.ziksana.persistence.announcements","src/main/java/com/ziksana/persistence/announcements/AnnouncementMapper.java","3","25","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"31","com.ziksana.persistence.announcements","src/main/java/com/ziksana/persistence/announcements/AnnouncementMapper.java","3","27","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"32","com.ziksana.persistence.announcements","src/main/java/com/ziksana/persistence/announcements/AnnouncementMapper.java","3","29","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"33","com.ziksana.persistence.announcements","src/main/java/com/ziksana/persistence/announcements/AnnouncementMapper.java","3","32","The String literal 'memberRoleId' appears 5 times in this file; the first occurrence is on line 32","String and StringBuffer Rules","AvoidDuplicateLiterals"
"34","com.ziksana.persistence.announcements","src/main/java/com/ziksana/persistence/announcements/AnnouncementMapper.java","3","38","The String literal 'endDate' appears 4 times in this file; the first occurrence is on line 38","String and StringBuffer Rules","AvoidDuplicateLiterals"
"35","com.ziksana.persistence.announcements","src/main/java/com/ziksana/persistence/announcements/AnnouncementMapper.java","3","38","The String literal 'startDate' appears 4 times in this file; the first occurrence is on line 38","String and StringBuffer Rules","AvoidDuplicateLiterals"
"36","com.ziksana.service.announcements","src/main/java/com/ziksana/service/announcements/AnnouncementService.java","3","15","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"37","com.ziksana.service.announcements","src/main/java/com/ziksana/service/announcements/AnnouncementService.java","3","17","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"38","com.ziksana.service.announcements","src/main/java/com/ziksana/service/announcements/AnnouncementService.java","3","19","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"39","com.ziksana.service.announcements","src/main/java/com/ziksana/service/announcements/AnnouncementService.java","3","21","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"40","com.ziksana.service.announcements","src/main/java/com/ziksana/service/announcements/AnnouncementService.java","3","23","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"41","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","35","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"42","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","36","Avoid excessively long variable names like announcementMapper","Naming Rules","LongVariable"
"43","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","36","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"44","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","42","Found 'DD'-anomaly for variable 'announcementList' (lines '42'-'48').","Controversial Rules","DataflowAnomalyAnalysis"
"45","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","44","Local variable 'memberRoleId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"46","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","45","Local variable 'offset' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"47","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","46","Local variable 'limit' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"48","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","47","Local variable 'rowBounds' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"49","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","48","Found 'DU'-anomaly for variable 'announcementList' (lines '48'-'64').","Controversial Rules","DataflowAnomalyAnalysis"
"50","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","53","Avoid catching NullPointerException; consider removing the cause of the NPE.","Strict Exception Rules","AvoidCatchingNPE"
"51","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","54","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"52","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","72","Parameter 'announcement' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"53","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","73","The String literal 'Class :' appears 12 times in this file; the first occurrence is on line 73","String and StringBuffer Rules","AvoidDuplicateLiterals"
"54","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","95","Parameter 'announcementId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"55","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","121","Parameter 'announcement' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"56","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","144","Parameter 'endDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"57","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","144","Parameter 'startDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"58","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","146","Found 'DD'-anomaly for variable 'announcement' (lines '146'-'157').","Controversial Rules","DataflowAnomalyAnalysis"
"59","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","147","Local variable 'dateFormat' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"60","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","147","The String literal 'MM/dd/yyyy' appears 4 times in this file; the first occurrence is on line 147","String and StringBuffer Rules","AvoidDuplicateLiterals"
"61","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","147","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"62","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","150","Avoid unused local variables such as 'formatedStartDate'.","Unused Code Rules","UnusedLocalVariable"
"63","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","150","Found 'DU'-anomaly for variable 'formatedStartDate' (lines '150'-'169').","Controversial Rules","DataflowAnomalyAnalysis"
"64","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","2","153","System.out.print is used","Java Logging Rules","SystemPrintln"
"65","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","157","Found 'DU'-anomaly for variable 'announcement' (lines '157'-'169').","Controversial Rules","DataflowAnomalyAnalysis"
"66","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","165","Avoid catching NullPointerException; consider removing the cause of the NPE.","Strict Exception Rules","AvoidCatchingNPE"
"67","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","166","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"68","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","173","Found 'DD'-anomaly for variable 'announcement' (lines '173'-'184').","Controversial Rules","DataflowAnomalyAnalysis"
"69","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","174","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"70","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","177","Avoid unused local variables such as 'formatedStartDate'.","Unused Code Rules","UnusedLocalVariable"
"71","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","177","Found 'DU'-anomaly for variable 'formatedStartDate' (lines '177'-'195').","Controversial Rules","DataflowAnomalyAnalysis"
"72","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","2","180","System.out.print is used","Java Logging Rules","SystemPrintln"
"73","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","184","Found 'DU'-anomaly for variable 'announcement' (lines '184'-'195').","Controversial Rules","DataflowAnomalyAnalysis"
"74","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","191","Avoid catching NullPointerException; consider removing the cause of the NPE.","Strict Exception Rules","AvoidCatchingNPE"
"75","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","192","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"76","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","199","Found 'DD'-anomaly for variable 'announcement' (lines '199'-'210').","Controversial Rules","DataflowAnomalyAnalysis"
"77","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","200","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"78","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","203","Avoid unused local variables such as 'formatedStartDate'.","Unused Code Rules","UnusedLocalVariable"
"79","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","203","Found 'DU'-anomaly for variable 'formatedStartDate' (lines '203'-'221').","Controversial Rules","DataflowAnomalyAnalysis"
"80","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","2","206","System.out.print is used","Java Logging Rules","SystemPrintln"
"81","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","210","Found 'DU'-anomaly for variable 'announcement' (lines '210'-'221').","Controversial Rules","DataflowAnomalyAnalysis"
"82","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","217","Avoid catching NullPointerException; consider removing the cause of the NPE.","Strict Exception Rules","AvoidCatchingNPE"
"83","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","218","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"84","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","226","Found 'DD'-anomaly for variable 'announcementList' (lines '226'-'228').","Controversial Rules","DataflowAnomalyAnalysis"
"85","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","228","Found 'DU'-anomaly for variable 'announcementList' (lines '228'-'240').","Controversial Rules","DataflowAnomalyAnalysis"
"86","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","233","Avoid catching NullPointerException; consider removing the cause of the NPE.","Strict Exception Rules","AvoidCatchingNPE"
"87","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","234","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"88","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","245","Found 'DD'-anomaly for variable 'announcement' (lines '245'-'248').","Controversial Rules","DataflowAnomalyAnalysis"
"89","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","248","Found 'DU'-anomaly for variable 'announcement' (lines '248'-'257').","Controversial Rules","DataflowAnomalyAnalysis"
"90","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","262","Found 'DD'-anomaly for variable 'announcement' (lines '262'-'273').","Controversial Rules","DataflowAnomalyAnalysis"
"91","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","263","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"92","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","3","266","Avoid unused local variables such as 'formatedStartDate'.","Unused Code Rules","UnusedLocalVariable"
"93","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","266","Found 'DU'-anomaly for variable 'formatedStartDate' (lines '266'-'285').","Controversial Rules","DataflowAnomalyAnalysis"
"94","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","2","269","System.out.print is used","Java Logging Rules","SystemPrintln"
"95","com.ziksana.service.announcements.impl","src/main/java/com/ziksana/service/announcements/impl/AnnouncementServiceImpl.java","5","273","Found 'DU'-anomaly for variable 'announcement' (lines '273'-'285').","Controversial Rules","DataflowAnomalyAnalysis"
"96","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","4","17","Avoid unused imports such as 'org.junit.Test'","Type Resolution Rules","UnusedImports"
"97","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","4","17","Avoid unused imports such as 'org.junit.Test'","Type Resolution Rules","UnusedImports"
"98","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","1","42","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"99","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","46","Avoid excessively long variable names like announcementService","Naming Rules","LongVariable"
"100","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","46","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"101","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","51","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"102","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","51","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"103","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","51","Document empty method","Design Rules","UncommentedEmptyMethod"
"104","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","58","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"105","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","58","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"106","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","58","Document empty method","Design Rules","UncommentedEmptyMethod"
"107","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","66","Local variable 'memberId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"108","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","67","Local variable 'memberPersonaId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"109","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","69","Local variable 'token' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"110","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","80","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"111","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","83","Local variable 'actual' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"112","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","102","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"113","com.ziksana.service.announcements.impl","src/test/java/com/ziksana/service/announcements/impl/AnnouncementServiceImplTest.java","3","105","Local variable 'announcement' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
